name,address,cuisine,price,rating,review_count
Hapag Ihaw-Ihaw Restaurant,5432 Victoria Dr,Filipino,$$,4.4,189
JAPADOG(South Vancouver,400-8206 Ontario St,Hot Dog Stand,,4.4,16
Applause Japanese Restaurant,8269 Oak St,Japanese,$$,4.1,406
Kozak Ukraїnian Eatery,5077 Victoria Dr,Restaurant,,4.6,246
Hoi An Cafe,5002 Victoria Dr,Vietnamese,$,4.2,459
McDonald's,160 SW Marine Dr,Fast Food,$,3.6,1620
McDonald's,7289 Knight St,Fast Food,$,3.5,747
El Caracol Cafe,5190 Victoria Dr,Salvadoran,$,4.4,398
GJS Kitchen,119 - 418 East Kent Ave S,Takeout Restaurant,,4.8,9
Chuan Yue,8329 Oak St,Chinese,,4.2,158
Shoom 雅菀食府,6555 Fraser St,Restaurant,,3.4,26
Bento Sushi,350 SE Marine Dr,Sushi takeaway,$$,3.0,3
Wing Hing BBQ & Meat,5872 Victoria Dr,Chinese,,4.4,28
Hanoi Old Quarter Restaurant,5207 Victoria Dr,Vietnamese,,4.3,144
Fortune Terrace JOY CAFE,525 SW Marine Dr,Restaurant,,4.0,35
John Hendry Park Concession,,Fast Food,,4.6,18
Pho Thai Ha,2653 E 49th Ave,Vietnamese,$,4.2,196
A&W Canada,468 SW Marine Dr,Hamburger,$,4.0,467
Himalaya Restaurant Ltd,6587 Main St,Indian,$,3.5,439
Freshslice Pizza,498 SW Marine Dr,Pizza,$,4.1,259
Sandy La Chinese Restaurant,5257 Victoria Dr,Chinese,$,3.8,576
Cafe Dang Anh,1C9 5186 Victoria Dr,Vietnamese,$,4.5,182
Adelitas Restaurant,5178 Victoria Dr,Mexican,$,4.2,361
GRUB,4328 Main St,Restaurant,$$,4.5,227
Grand Chinese Hot Pot,6967 Victoria Dr,Hot Pot,,4.0,94
Panago Pizza,120-511 SW Marine Dr,Pizza,$$,3.9,44
Shawarma cafe,1412 E 49th Ave,Mediterranean,,4.8,6
Bun Cha Ca Hoang Yen,5083 Victoria Dr,Vietnamese,$,4.4,1050
Uncle Mings Kitchen,8181 Main St,Delivery Restaurant,,4.7,73
Huang's Beef Noodle Restaurant,6940 Victoria Dr,Noodle Shop,,4.3,177
Pho hue,5497 Victoria Dr,Pho,$,4.3,133
Banh Mi Saigon,5397 Victoria Dr,Vietnamese,$,4.5,895
Shaughnessy Restaurant,5251 Oak St,Restaurant,$$,3.9,399
Freshslice Pizza,8618 Granville St,Pizza,$,4.4,299
Cafe Mai-Mai,8636 Granville St,Pho,$,4.3,239
Excellent Dim Sum King Restaurant,2141 Kingsway,Restaurant,,4.2,58
New Bhaia Sweet Shop,5740 Fraser St,Indian,$,3.4,277
Denny's,622 SW Marine Dr,Restaurant,$$,3.9,1688
Sushi Mura,6485 Oak St,Japanese,$,4.1,938
Kokoro Ramen,5695 Victoria Dr,Ramen,$$,3.9,667
Kyuzo Japanese Restaurant,5701 Granville St #112,Japanese,$$,4.1,164
The Acorn Restaurant,3995 Main St,Vegetarian,$$$,4.5,1161
Subway,610 SE Marine Dr,Sandwich,$,3.6,89
Dublin Crossing - Vancouver,466 SW Marine Dr,Irish pub,$$,4.0,967
Neptune Palace Seafood Restaurant,470 SW Marine Dr Unit 308,Chinese,,3.8,228
Sunset Beach Concession Stand,1204 Beach Ave,Hamburger,$,4.6,41
Golden Swan Restaurant,5380 Victoria Dr,Takeout Restaurant,$$,3.8,848
Jun Yuan Restaurant,5728 Victoria Dr,Hot Pot,$$,3.8,270
Sun Tin Day Cafe,5137 Victoria Dr,Hong Kong style fast food restaurant,,3.8,87
Deutsches Haus (Vancouver Alpen Club,4875 Victoria Dr,German,$$,4.3,739
I&I Jamaican Restaurant,2528 Kingsway,Restaurant,,4.3,90
Happy Sushi,5632 Victoria Dr,Sushi,$,3.7,307
Indian Bay Leaf,4890 Victoria Dr,Indian,$$,4.0,711
KFC,6487 Knight St,Fast Food,$,3.3,435
Kent's Kitchen 權記,5659 Victoria Dr,Chinese Takeout,$,4.1,172
Parm'z Pizza Factory,8319 Oak St,Pizza,,4.0,104
Mt. Fuji Japanese Restaurant,2607 E 49th Ave,Japanese,$,3.8,73
Romer's Burger Bar,8683 Kerr St,Hamburger,$$,3.9,1543
Food (Meal) Delivery Vancouver | Chef 2 Home,,Restaurant,,5.0,8
Mui Garden Restaurant,5797 Victoria Dr,Chinese,$,3.8,503
A&W Canada,6491 Oak St,Hamburger,$,4.0,364
A&W Canada,650 W 41st Ave W,Hamburger,$,3.7,95
The Sandbar Seafood Restaurant,1535 Johnston Street Creekhouse #102,Seafood,$$$,4.4,2686
Nishiki Sushi Bar,6501 Victoria Dr,Sushi,$$,3.5,253
大象云南米线,6929 Victoria Dr,Restaurant,,3.7,18
McDonald's,830 SW Marine Dr,Fast Food,$,3.7,903
Triple O's Langara College,100 W 49th Ave,Fast Food,,3.2,22
Lucky Dragon Palace Restaurant,5822 Victoria Dr,Chinese,$,3.6,147
Come Along Chinese Restaurant,2550 Kingsway,Chinese,$$,3.8,429
Peninsula (Oakridge) Seafood Restaurant,650 W 41st Ave,Seafood,,3.4,255
Miku Vancouver,200 Granville St #70,Sushi,$$$,4.6,4464
Brunch,1147 Granville St,Mexican,,4.7,117
Giardino Restaurant,1328 Hornby St,Tuscan,$$$$,4.6,539
Kinara Indian Cuisine,1326 Davie St,Indian,$,4.7,293
Subway,644 SW Marine Dr Unit 101,Sandwich,$,3.9,139
Church's Chicken,2504 Kingsway & Slocan St,Chicken,$,3.9,1548
Cactus Club Cafe English Bay,1790 Beach Ave,Restaurant,$$,4.4,2300
Kadoya Japanese Restaurant,1063 Davie St,Japanese,$$,4.2,577
Sunrise Pizza & Steak House,949 Commercial Dr,Pizza,$$,4.0,358
Chambar Restaurant,568 Beatty St,Restaurant,$$$,4.5,2847
Sushi Bar Maumi,1226 Bute St,Sushi,,4.4,336
Ginger Sushi,1437 Commercial Dr,Takeout Restaurant,$,4.6,404
The Italians,1220 Bute St,Italian,,4.5,172
Yue Ting Seafood Restaurant,2532 Kingsway,Seafood,,3.8,35
Nelly's Grill,2061 W 4th Ave,Breakfast,$,4.4,375
Go Fish,1505 W 1st Ave,Fish & Chips,$$,4.4,1381
El Inka Deli,3826 Sunset St,Peruvian,$,4.4,211
Au Comptoir,2278 W 4th Ave,French,$$,4.5,621
Cardero's Restaurant,1583 Coal Harbour Quay,Seafood,$$$,4.5,3456
Dairy Queen Grill & Chill,4990 Victoria Dr,Fast Food,$,3.7,323
Red Umbrella Cafe,1707 Davie St,Breakfast,$$,4.4,684
Subway,6402 Victoria Dr,Sandwich,$,3.9,113
White Spot (Coast Hotel,1041 SW Marine Dr,Family-friendly,$$,3.6,490
Nightingale,1017 W Hastings St,Canadian,$$$,4.5,1738
Bubble Waffle Cafe,CA 2639 E 49th Ave,Chinese,$,3.8,316
Pizza Hut,6082 Fraser St,Pizza,$$,3.1,152
La Belle Patate Vancouver,1215 Davie St,Québécois restaurant,$,4.5,1215
Pink Elephant Thai,434 SW Marine Dr,Thai,$$,3.3,463
Mary's on Davie,1202 Davie St,Diner,$$,4.4,487
Samurai Japanese Restaurant,1108 Davie St,Japanese,$,4.2,1240
Marcello Ristorante & Pizzeria,1404 Commercial Dr,Italian,$$,4.2,1425
Ancora Waterfront Dining and Patio - False Creek,1600 Howe St #2,Seafood,$$$$,4.4,713
The Vancouver Fish Company,1517 Anderson St,Seafood,$$,4.1,1339
India Bistro,1157 Davie St,Indian,$$,4.1,495
Provence Marinaside,1177 Marinaside Crescent,Restaurant,$$$,4.3,1136
Takis' Taverna,1106 Davie St,Greek,$$,4.2,374
Five Sails Restaurant,999 Canada Pl,Fine Dining,$$$$,4.5,314
Branas Mediterranean Grill,617 Stamps Landing,Mediterranean,$$,4.2,307
Botanist,1038 Canada Pl,Pacific Northwest,$$$,4.5,778
The Whip Restaurant & Gallery,209 6th Avenue East,Takeout Restaurant,$$,4.1,702
Red Umbrella Cafe,1707 Davie St,Breakfast,$$,4.4,684
Subway,6402 Victoria Dr,Sandwich,$,3.9,113
White Spot (Coast Hotel,1041 SW Marine Dr,Family-friendly,$$,3.6,490
Nightingale,1017 W Hastings St,Canadian,$$$,4.5,1738
Bubble Waffle Cafe,CA 2639 E 49th Ave,Chinese,$,3.8,316
Pizza Hut,6082 Fraser St,Pizza,$$,3.1,152
La Belle Patate Vancouver,1215 Davie St,Québécois restaurant,$,4.5,1215
Pink Elephant Thai,434 SW Marine Dr,Thai,$$,3.3,463
Mary's on Davie,1202 Davie St,Diner,$$,4.4,487
Samurai Japanese Restaurant,1108 Davie St,Japanese,$,4.2,1240
Marcello Ristorante & Pizzeria,1404 Commercial Dr,Italian,$$,4.2,1425
Ancora Waterfront Dining and Patio - False Creek,1600 Howe St #2,Seafood,$$$$,4.4,713
The Vancouver Fish Company,1517 Anderson St,Seafood,$$,4.1,1339
India Bistro,1157 Davie St,Indian,$$,4.1,495
Provence Marinaside,1177 Marinaside Crescent,Restaurant,$$$,4.3,1136
Takis' Taverna,1106 Davie St,Greek,$$,4.2,374
Five Sails Restaurant,999 Canada Pl,Fine Dining,$$$$,4.5,314
Branas Mediterranean Grill,617 Stamps Landing,Mediterranean,$$,4.2,307
Botanist,1038 Canada Pl,Pacific Northwest,$$$,4.5,778
The Whip Restaurant & Gallery,209 6th Avenue East,Takeout Restaurant,$$,4.1,702
